Species 1,Species 2,Mole frac species 1,Mole frac species 2,Temp (K),Author,type,Link
LiF,SmF3,0.9,0.1,1058.9,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.8,0.2,981,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.71,0.29,1004.1,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.67,0.33,1069.5,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.53,0.47,1219.1,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.51,0.49,1247.2,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.5,0.5,1284.5,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.4,0.6,1361.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.3,0.7,1462.9,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.23,0.77,1486.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.17,0.83,1521.2,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.08,0.92,1551.5,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.08,0.92,1564.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0,1,1588.7,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.95,0.05,945.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.9,0.1,937.4,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.9,0.1,912.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.95,0.05,895.2,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.8,0.2,935.3,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.7,0.3,938.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.66,0.34,934.6,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.6,0.4,933.9,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.54,0.46,940.9,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.49,0.51,940.2,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.45,0.55,936,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.4,0.6,938.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.4,0.6,905.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.3,0.7,935.3,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.23,0.77,933.2,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.09,0.91,933.2,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.7,0.3,891,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.66,0.34,889.6,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.6,0.4,894.5,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.53,0.47,885.4,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.49,0.51,888.2,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.46,0.54,888.2,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.24,0.76,898.1,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.16,0.84,898.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.6,0.4,740.7,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.53,0.47,746.3,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.5,0.5,747,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.4,0.6,735.8,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.2,0.8,754.7,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.09,0.91,740.7,Fedorov (1999),,researchgate.net/publication/280016239_Systems_of_Alkali_and_Rare-Earth_Metal_Fluorides
LiF,SmF3,0.85,0.15,1048.1,Thoma et al. (1970),,
LiF,SmF3,0.8,0.2,1018.3,Thoma et al. (1970),,
LiF,SmF3,0.75,0.25,983.2,Thoma et al. (1970),,
LiF,SmF3,0.7,0.3,1008.8,Thoma et al. (1970),,
LiF,SmF3,0.6,0.4,1103.3,Thoma et al. (1970),,
LiF,SmF3,0.5,0.5,1183,Thoma et al. (1970),,
LiF,SmF3,0.85,0.15,971.3,Thoma et al. (1970),,
LiF,SmF3,0.75,0.25,971.3,Thoma et al. (1970),,
LiF,SmF3,0.7,0.3,971.3,Thoma et al. (1970),,
LiF,SmF3,0.65,0.35,971.8,Thoma et al. (1970),,
LiF,SmF3,0.5,0.5,971.1,Thoma et al. (1970),,
NaCl,ZrCl4,0.68,0.32,909.6,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.69,0.31,897.5,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.7,0.3,874,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.7,0.3,862.3,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.71,0.29,846.4,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.72,0.28,819.4,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.73,0.27,850.9,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.74,0.26,862.2,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.8,0.2,944.2,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.83,0.17,991.4,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.87,0.13,1017,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.92,0.08,1051,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.93,0.07,1052.1,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.96,0.04,1061.3,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.7,0.3,820,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.73,0.27,823.3,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.74,0.26,820.5,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.67,0.33,820.5,Lister and Flengas (1965),,doi.org/10.1139/v65-410
NaCl,ZrCl4,0.53,0.47,738,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.62,0.38,656,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.6,0.4,651.4,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.58,0.42,654,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.53,0.47,653.7,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.62,0.38,645.4,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.6,0.4,645,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.58,0.42,646.2,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.53,0.47,645.9,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.62,0.38,636.3,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.6,0.4,634.2,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.58,0.42,637.8,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.53,0.47,635,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.47,0.53,635.2,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.42,0.58,611.1,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0,1,709.2,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.34,0.66,606.9,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.62,0.38,585.9,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.6,0.4,585.5,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.58,0.42,587,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.53,0.47,592.9,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.47,0.53,586.5,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.42,0.58,587,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.39,0.61,588.2,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.38,0.62,586.8,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.39,0.61,586.2,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.38,0.62,587.1,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.35,0.65,589.7,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.34,0.66,589.8,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,0.35,0.65,592.1,Kellogg et al. (1955),,osti.gov/biblio/4351392
NaCl,ZrCl4,1,0,1071.8,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.98,0.02,1056.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.96,0.04,1060,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.95,0.05,1044.4,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.93,0.07,1037.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.92,0.08,1024.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.89,0.11,1012.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.89,0.11,994.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.87,0.13,1007.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.86,0.14,987.8,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.8,0.2,961.1,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.72,0.28,832.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.69,0.31,879.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.66,0.34,921.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.62,0.38,844.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.59,0.41,753.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.96,0.04,810.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.94,0.06,808.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.92,0.08,803.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.9,0.1,807.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.88,0.12,807.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.88,0.12,814.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.86,0.14,806.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.84,0.16,822.1,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.8,0.2,808.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.79,0.21,809.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.78,0.22,808.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.75,0.25,813.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.71,0.29,810,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.67,0.33,785,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.93,0.07,644.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.92,0.08,647.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.9,0.1,645.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.88,0.12,640.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.87,0.13,641,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.85,0.15,643.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.85,0.15,650.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.8,0.2,646.4,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.79,0.21,646.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.77,0.23,647.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.75,0.25,647.5,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.7,0.3,646.1,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.67,0.33,645.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.64,0.36,638.8,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.62,0.38,639.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.6,0.4,643.5,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.56,0.44,645.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.53,0.47,641,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.93,0.07,612,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.91,0.09,610.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.89,0.11,607.5,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.87,0.13,613.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.86,0.14,615.1,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.84,0.16,611.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.8,0.2,618.1,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.78,0.22,611.5,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.77,0.23,611,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.75,0.25,610.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.71,0.29,611.6,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.67,0.33,607.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.64,0.36,623.1,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.61,0.39,618.5,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.59,0.41,608.4,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.56,0.44,611.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.53,0.47,604.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.49,0.51,608.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.49,0.51,626.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.62,0.38,578.5,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.6,0.4,578.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.53,0.47,576.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.49,0.51,576.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.41,0.59,585.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.4,0.6,581.8,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.35,0.65,579.2,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.3,0.7,582,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.3,0.7,589.9,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.17,0.83,672.7,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0,1,703.3,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
NaCl,ZrCl4,0.17,0.83,583.8,Morozov and Korshunov (1956),,osti.gov/biblio/4727729
MgCl2,NaCl,1,0,993,Abramov (1935),liquidus,
MgCl2,NaCl,0.8,0.2,938,Abramov (1935),liquidus,
MgCl2,NaCl,0.67,0.33,879,Abramov (1935),liquidus,
MgCl2,NaCl,0.59,0.41,838,Abramov (1935),liquidus,
MgCl2,NaCl,0.5,0.5,753,Abramov (1935),liquidus,
MgCl2,NaCl,0.46,0.54,733,Abramov (1935),liquidus,
MgCl2,NaCl,0.41,0.59,733,Abramov (1935),liquidus,
MgCl2,NaCl,0.38,0.62,753,Abramov (1935),liquidus,
MgCl2,NaCl,0.33,0.67,833,Abramov (1935),liquidus,
MgCl2,NaCl,0.2,0.8,968,Abramov (1935),liquidus,
MgCl2,NaCl,0,1,1088,Abramov (1935),liquidus,
MgCl2,NaCl,0.9,0.1,688.1,Abramov (1935),solidus,
MgCl2,NaCl,0.89,0.11,715.5,Abramov (1935),solidus,
MgCl2,NaCl,0.82,0.18,720.4,Abramov (1935),solidus,
