A,B,C,X,Y,Z,temp_k,Author
KCl,NaCl,ZrCl4,0,0.67511464,0.32488536,909.6229164,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.685971956,0.314028044,897.490729,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.69640698,0.30359302,874.0356358,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.702076306,0.297923694,862.3080892,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.707422711,0.292577289,846.4284987,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.723832226,0.276167774,819.3760838,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.733886413,0.266113587,850.8831102,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.740933792,0.259066208,862.1950605,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.795310088,0.204689912,944.2268745,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.830930493,0.169069507,991.3821791,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.866806426,0.133193574,1017.02089,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.923981216,0.076018784,1050.957809,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.932643447,0.067356553,1052.084088,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.960150771,0.039849229,1061.317077,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.701917912,0.298082088,820.0112353,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.733918493,0.266081507,823.3141837,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.740710209,0.259289791,820.464686,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.666666667,0.333333333,820.464686,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.531506911,0.468493089,738.0065809,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.624443539,0.375556461,655.9597932,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.60105863,0.39894137,651.3710783,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.577760138,0.422239862,654.0055295,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.533489741,0.466510259,653.7381115,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.623718582,0.376281418,645.3654563,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.600982293,0.399017707,644.990615,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.580059357,0.419940643,646.1818733,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.53399433,0.46600567,645.9133751,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.624208768,0.375791232,636.3368589,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.600852665,0.399147335,634.1558661,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.578163906,0.421836094,637.7537661,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.533863262,0.466136738,634.95824,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.466268447,0.533731553,635.1583234,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.419320029,0.580679971,611.0530174,Kellogg (1955)
KCl,NaCl,ZrCl4,0,-0.000642859,1.000642859,709.1549659,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.340307379,0.659692621,606.9123597,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.623605278,0.376394722,585.8950831,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.600270779,0.399729221,585.5198818,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.579350723,0.420649277,586.9519123,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.533360593,0.466639407,592.9434912,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.465686561,0.534313439,586.5223391,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.418433756,0.581566244,586.9754374,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.386144836,0.613855164,588.1598541,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.383736154,0.616263846,586.8341667,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.386720001,0.613279999,586.2340366,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.377756938,0.622243062,587.0713381,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.349672769,0.650327231,589.7029087,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.340701064,0.659298936,589.8178936,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.350299785,0.649700215,592.1109907,Kellogg (1955)
KCl,NaCl,ZrCl4,0,0.995140918,0.004859082,1071.834786,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.984855185,0.015144815,1056.197794,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.963404407,0.036595593,1060.022542,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.953118673,0.046881327,1044.38555,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.931351072,0.068648928,1037.927952,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.917219413,0.082780587,1024.745915,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.893323846,0.106676154,1012.862512,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.89080451,0.10919549,994.7349869,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.871593518,0.128406482,1007.614603,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.856276737,0.143723263,987.7881776,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.796631003,0.203368997,961.1038908,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.724034495,0.275965505,832.2899438,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.690185265,0.309814735,879.1831304,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.655225461,0.344774539,921.851305,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.618535837,0.381464163,844.742611,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.594159106,0.405840894,753.6068769,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.958647827,0.041352173,810.1953544,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.935069083,0.064930917,808.5942972,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.919219463,0.080780537,803.2930189,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.895827086,0.104172914,807.7404,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.882105433,0.117894567,807.8649267,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.878389963,0.121610037,814.5537879,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.860505561,0.139494439,806.8509238,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.842349234,0.157650766,822.1410201,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.801735749,0.198264251,808.5942972,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.789012851,0.210987149,809.3147729,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.77721416,0.22278584,808.2118224,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.748958466,0.251041534,813.913365,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.713543758,0.286456242,809.9996696,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.672576177,0.327423823,784.9609139,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.931978788,0.068021212,644.6638288,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.917351563,0.082648437,647.2166256,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.895733055,0.104266945,645.5977789,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.880863554,0.119136446,640.2876058,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.867160538,0.132839462,641.0169763,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.853513431,0.146486569,643.5608783,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.849816598,0.150183402,650.8545833,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.802621837,0.197378163,646.4427813,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.786939948,0.213060052,646.5850975,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.771276695,0.228723305,647.3322575,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.752654451,0.247345549,647.501258,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.701632401,0.298367599,646.1492541,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.672191585,0.327808415,645.2064093,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.644543275,0.355456725,638.8021805,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.622019196,0.377980804,639.6116039,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.597628063,0.402371937,643.4630359,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.55847925,0.44152075,645.6333579,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.53088685,0.46911315,641.0436606,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.930972409,0.069027591,612.0022618,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.913274374,0.086725626,610.347836,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.891618593,0.108381407,607.5193016,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.870223724,0.129776276,613.1585809,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.855577863,0.144422137,615.1065338,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.838804036,0.161195964,611.6286818,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.796845324,0.203154676,618.0595949,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.783898786,0.216101214,611.5219446,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.770158496,0.229841504,611.0416275,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.748577262,0.251422738,610.6324684,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.713311647,0.286688353,611.5575237,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.66711564,0.33288436,607.7416707,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.641118368,0.358881632,623.1029251,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.613525968,0.386474032,618.5132278,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.593606784,0.406393216,608.4087779,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.559395834,0.440604166,611.7443137,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.532709006,0.467290994,604.7263463,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.488696875,0.511303125,608.1508298,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.48631562,0.51368438,626.322829,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.620136895,0.379863105,578.5223767,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.597594179,0.402405821,578.7269562,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.53185172,0.46814828,576.9035299,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.487727769,0.512272231,576.6989504,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.409560599,0.590439401,585.2735012,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.395727126,0.604272874,581.7689649,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.347608156,0.652391844,579.1805891,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.298676798,0.701323202,582.0447025,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.299899193,0.700100807,589.8987776,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.172059434,0.827940566,672.7356985,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.004373682,0.995626318,703.2981016,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0,0.171280083,0.828719917,583.8058655,Morozov and Korshunov (1956)
KCl,NaCl,ZrCl4,0.99733,0,0.00267,1050.9972,Morozov (1959)
KCl,NaCl,ZrCl4,0.962617,0,0.037383,1030.6869,Morozov (1959)
KCl,NaCl,ZrCl4,0.910547,0,0.089453,1012.0691,Morozov (1959)
KCl,NaCl,ZrCl4,0.857143,0,0.142857,985.835,Morozov (1959)
KCl,NaCl,ZrCl4,0.757009,0,0.242991,866.512,Morozov (1959)
KCl,NaCl,ZrCl4,0.963952,0,0.036048,857.2031,Morozov (1959)
KCl,NaCl,ZrCl4,0.911883,0,0.088117,863.1269,Morozov (1959)
KCl,NaCl,ZrCl4,0.858478,0,0.141522,865.6657,Morozov (1959)
KCl,NaCl,ZrCl4,0.806409,0,0.193591,869.0508,Morozov (1959)
KCl,NaCl,ZrCl4,0.802403,0,0.197597,897.8237,Morozov (1959)
KCl,NaCl,ZrCl4,0.715621,0,0.284379,979.0649,Morozov (1959)
KCl,NaCl,ZrCl4,0.663551,0,0.336449,1068.7687,Morozov (1959)
KCl,NaCl,ZrCl4,0.556742,0,0.443258,896.9774,Morozov (1959)
KCl,NaCl,ZrCl4,0.512684,0,0.487316,830.1227,Morozov (1959)
KCl,NaCl,ZrCl4,0.464619,0,0.535381,614.3258,Morozov (1959)
KCl,NaCl,ZrCl4,0.420561,0,0.579439,494.1566,Morozov (1959)
KCl,NaCl,ZrCl4,0.244326,0,0.755674,618.5571,Morozov (1959)
KCl,NaCl,ZrCl4,0,0,1,710.7997,Morozov (1959)
KCl,NaCl,ZrCl4,0.554072,0,0.445928,494.1566,Morozov (1959)
KCl,NaCl,ZrCl4,0.512684,0,0.487316,493.3103,Morozov (1959)
KCl,NaCl,ZrCl4,0.463284,0,0.536716,494.1566,Morozov (1959)
KCl,NaCl,ZrCl4,0.241656,0,0.758344,501.7729,Morozov (1959)
KCl,NaCl,ZrCl4,0.715621,0,0.284379,862.2807,Morozov (1959)
KCl,NaCl,ZrCl4,0.911883,0,0.088117,803.0423,Morozov (1959)
KCl,NaCl,ZrCl4,0.859813,0,0.140187,800.5035,Morozov (1959)
KCl,NaCl,ZrCl4,0.810414,0,0.189586,801.3498,Morozov (1959)
KCl,NaCl,ZrCl4,0.758344,0,0.241656,801.3498,Morozov (1959)
KCl,NaCl,ZrCl4,0.716956,0,0.283044,803.0423,Morozov (1959)
KCl,NaCl,ZrCl4,0.521611,0,0.478389,716.2717,Howell (1957)
KCl,NaCl,ZrCl4,0.500894,0,0.499106,692.877,Howell (1957)
KCl,NaCl,ZrCl4,0.481654,0,0.518346,672.406,Howell (1957)
KCl,NaCl,ZrCl4,0.456492,0,0.543508,646.8166,Howell (1957)
KCl,NaCl,ZrCl4,0.433563,0,0.566437,617.2097,Howell (1957)
KCl,NaCl,ZrCl4,0.413608,0,0.586392,584.3166,Howell (1957)
KCl,NaCl,ZrCl4,0.415828,0,0.584172,586.8753,Howell (1957)
KCl,NaCl,ZrCl4,0.395864,0,0.604136,558.001,Howell (1957)
KCl,NaCl,ZrCl4,0.389207,0,0.610793,549.9593,Howell (1957)
KCl,NaCl,ZrCl4,0.376624,0,0.623376,537.8953,Howell (1957)
KCl,NaCl,ZrCl4,0.370682,0,0.629318,541.9105,Howell (1957)
KCl,NaCl,ZrCl4,0.365485,0,0.634515,544.4647,Howell (1957)
KCl,NaCl,ZrCl4,0.343959,0,0.656041,552.8545,Howell (1957)
KCl,NaCl,ZrCl4,0.348923344,0,0.651076656,577.3244757,Kellogg (1965)
KCl,NaCl,ZrCl4,0.35222782,0,0.64777218,546.1968197,Kellogg (1965)
KCl,NaCl,ZrCl4,0.351413211,0,0.648586789,507.3533957,Kellogg (1965)
KCl,NaCl,ZrCl4,0.33845275,0,0.66154725,507.346255,Kellogg (1965)
KCl,NaCl,ZrCl4,0.327537738,0,0.672462262,507.0647591,Kellogg (1965)
KCl,NaCl,ZrCl4,0.337114799,0,0.662885201,515.0590164,Kellogg (1965)
KCl,NaCl,ZrCl4,0.337884309,0,0.662115691,540.6792751,Kellogg (1965)
KCl,NaCl,ZrCl4,0.337201239,0,0.662798761,540.4034167,Kellogg (1965)
KCl,NaCl,ZrCl4,0.348816233,0,0.651183767,545.919458,Kellogg (1965)
KCl,NaCl,ZrCl4,0.328430332,0,0.671569668,568.7732399,Kellogg (1965)
KCl,NaCl,ZrCl4,0.329828415,0,0.670171585,578.6913655,Kellogg (1965)
KCl,NaCl,ZrCl4,0.325734699,0,0.674265301,578.4136279,Kellogg (1965)
KCl,NaCl,ZrCl4,0.329147225,0,0.670852775,578.9664723,Kellogg (1965)
KCl,NaCl,ZrCl4,0.30681547,0,0.69318453,631.2957661,Kellogg (1965)
KCl,NaCl,ZrCl4,0.304768142,0,0.695231858,631.019156,Kellogg (1965)
KCl,NaCl,ZrCl4,0.301382863,0,0.698617137,638.4553074,Kellogg (1965)
KCl,NaCl,ZrCl4,0.299340232,0,0.700659768,639.5561103,Kellogg (1965)
KCl,NaCl,ZrCl4,0.293910444,0,0.706089556,647.5420994,Kellogg (1965)
KCl,NaCl,ZrCl4,0.292547124,0,0.707452876,647.8168304,Kellogg (1965)
KCl,NaCl,ZrCl4,0.000123084,0,0.999876916,709.0882221,Kellogg (1965)
KCl,NaCl,ZrCl4,0.6,0.066666667,0.333333333,1050,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0.533333333,0.133333333,0.333333333,1023,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0.466666667,0.2,0.333333333,993,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0.4,0.266666667,0.333333333,959,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0.333333333,0.333333333,0.333333333,917,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0.2,0.466666667,0.333333333,897,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0.133333333,0.533333333,0.333333333,913,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0.066666667,0.6,0.333333333,918,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0,0.666666667,0.333333333,919,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,0.44,0.36,0.2,786,Lister and Flengas (1965)
KCl,NaCl,ZrCl4,1,0,0,1067.806,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.98,0.02,0,1058.164,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.952,0.048,0,1052.379,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.9,0.1,0,1036.952,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.851,0.149,0,1025.381,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.8,0.2,0,1013.811,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.8,0.2,0,1013.811,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.751,0.249,0,998.384,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.7,0.3,0,988.742,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.651,0.349,0,971.387,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.601,0.399,0,959.817,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.551,0.449,0,948.246,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.501,0.499,0,918.605,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.451,0.549,0,950.175,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.4,0.6,0,959.817,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.351,0.649,0,981.029,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.301,0.699,0,994.527,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.251,0.749,0,1013.811,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.203,0.797,0,1033.095,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.151,0.849,0,1046.594,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.1,0.9,0,1062.021,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.049,0.951,0,1075.519,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.049,0.951,0,1075.519,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.02,0.98,0,1087.089,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0,1,0,1098.66,Coleman (NEED YEAR + DOI)
KCl,NaCl,ZrCl4,0.951,0.049,0,1042.021,Mochinaga
KCl,NaCl,ZrCl4,0.861,0.139,0,1028.522,Mochinaga
KCl,NaCl,ZrCl4,0.77,0.23,0,1011.167,Mochinaga
KCl,NaCl,ZrCl4,0.69,0.31,0,988.026,Mochinaga
KCl,NaCl,ZrCl4,0.61,0.39,0,959.1,Mochinaga
KCl,NaCl,ZrCl4,0.501,0.499,0,941.745,Mochinaga
KCl,NaCl,ZrCl4,0.41,0.59,0,959.1,Mochinaga
KCl,NaCl,ZrCl4,0.33,0.67,0,988.026,Mochinaga
KCl,NaCl,ZrCl4,0.248,0.752,0,1015.023,Mochinaga
KCl,NaCl,ZrCl4,0.18,0.82,0,1040.092,Mochinaga
KCl,NaCl,ZrCl4,0.11,0.89,0,1055.519,Mochinaga
KCl,NaCl,ZrCl4,0.049,0.951,0,1069.018,Mochinaga
KCl,NaCl,ZrCl4,0.98,0.02,0,1046.594,Coleman
KCl,NaCl,ZrCl4,0.952,0.048,0,1017.668,Coleman
KCl,NaCl,ZrCl4,0.901,0.099,0,1002.241,Coleman
KCl,NaCl,ZrCl4,0.851,0.149,0,982.957,Coleman
KCl,NaCl,ZrCl4,0.801,0.199,0,965.602,Coleman
KCl,NaCl,ZrCl4,0.701,0.299,0,946.318,Coleman
KCl,NaCl,ZrCl4,0.601,0.399,0,938.605,Coleman
KCl,NaCl,ZrCl4,0.501,0.499,0,938.605,Coleman
KCl,NaCl,ZrCl4,0.4,0.6,0,938.605,Coleman
KCl,NaCl,ZrCl4,0.301,0.699,0,940.533,Coleman
KCl,NaCl,ZrCl4,0.2,0.8,0,963.673,Coleman
KCl,NaCl,ZrCl4,0.151,0.849,0,979.1,Coleman
KCl,NaCl,ZrCl4,0.1,0.9,0,1006.098,Coleman
KCl,NaCl,ZrCl4,0.049,0.951,0,1029.238,Coleman
KCl,NaCl,ZrCl4,0.02,0.98,0,1052.379,Coleman
KCl,NaCl,ZrCl4,0.951,0.049,0,1030.45,Mochinaga
KCl,NaCl,ZrCl4,0.861,0.139,0,997.668,Mochinaga
KCl,NaCl,ZrCl4,0.77,0.23,0,968.742,Mochinaga
KCl,NaCl,ZrCl4,0.69,0.31,0,953.315,Mochinaga
KCl,NaCl,ZrCl4,0.61,0.39,0,939.817,Mochinaga
KCl,NaCl,ZrCl4,0.5,0.5,0,941.745,Mochinaga
KCl,NaCl,ZrCl4,0.41,0.59,0,941.745,Mochinaga
KCl,NaCl,ZrCl4,0.33,0.67,0,947.53,Mochinaga
KCl,NaCl,ZrCl4,0.249,0.751,0,959.1,Mochinaga
KCl,NaCl,ZrCl4,0.18,0.82,0,974.527,Mochinaga
KCl,NaCl,ZrCl4,0.11,0.89,0,1003.453,Mochinaga
